"Consensus.lineage"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Taxonomy"	"Kingdom_r"	"Phylum_r"	"Class_r"	"Order_r"	"Family_r"	"Genus_r"	"Taxonomy_r"
"514"	"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Sporomusaceae"	"SporomusaceaeFA"	"Firmicutes"	-0.46	0.62	0.16	0.15	0.15	0.14	0.62
"515"	"k__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Syntrophomonas"	"Bacteria"	"Firmicutes"	"Syntrophomonadia"	"Syntrophomonadales"	"Syntrophomonadaceae"	"Syntrophomonas"	"Firmicutes"	-0.46	0.62	0.21	0.21	0.21	0.21	0.62
"516"	"k__Bacteria;p__Firmicutes;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__SRB2;g__"	"Bacteria"	"Firmicutes"	"Thermoanaerobacteria"	"Thermoanaerobacterales"	"SRB2"	"SRB2FA"	"Firmicutes"	-0.46	0.62	0.43	0.43	0.43	0.43	0.62
"517"	"k__Bacteria;p__Firmicutes;c__TSAC18;o__;f__;g__"	"Bacteria"	"Firmicutes"	"TSAC18"	"TSAC18CL"	"TSAC18CL"	"TSAC18CL"	"Firmicutes"	-0.46	0.62	0.25	0.25	0.25	0.25	0.62
"518"	"k__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Propionigenium"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Propionigenium"	"Fusobacteriota"	-0.46	-0.06	-0.06	-0.06	-0.01	-0.01	-0.06
"519"	"k__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Hypnocyclicus"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Hypnocyclicus"	"Fusobacteriota"	-0.46	-0.06	-0.06	-0.06	-0.05	-0.05	-0.06
"520"	"k__Bacteria;p__Gemmatimonadota;c__AKAU4049;o__;f__;g__"	"Bacteria"	"Gemmatimonadota"	"AKAU4049"	"AKAU4049CL"	"AKAU4049CL"	"AKAU4049CL"	"Gemmatimonadota"	-0.46	-0.01	0.39	0.39	0.39	0.39	-0.01
"521"	"k__Bacteria;p__Gemmatimonadota;c__BD2-11 terrestrial group;o__;f__;g__"	"Bacteria"	"Gemmatimonadota"	"BD2-11 terrestrial group"	"BD2-11 terrestrial groupCL"	"BD2-11 terrestrial groupCL"	"BD2-11 terrestrial groupCL"	"Gemmatimonadota"	-0.46	-0.01	0.32	0.32	0.32	0.32	-0.01
"522"	"k__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__"	"Bacteria"	"Gemmatimonadota"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"GemmatimonadaceaeFA"	"Gemmatimonadota"	-0.46	-0.01	-0.47	-0.47	-0.47	-0.5	-0.01
"523"	"k__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas"	"Bacteria"	"Gemmatimonadota"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Gemmatimonas"	"Gemmatimonadota"	-0.46	-0.01	-0.47	-0.47	-0.47	0.35	-0.01
"524"	"k__Bacteria;p__Gemmatimonadota;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__"	"Bacteria"	"Gemmatimonadota"	"Longimicrobia"	"Longimicrobiales"	"Longimicrobiaceae"	"LongimicrobiaceaeFA"	"Gemmatimonadota"	-0.46	-0.01	0.34	0.34	0.34	0.34	-0.01
"525"	"k__Bacteria;p__Gemmatimonadota;c__MD2902-B12;o__;f__;g__"	"Bacteria"	"Gemmatimonadota"	"MD2902-B12"	"MD2902-B12CL"	"MD2902-B12CL"	"MD2902-B12CL"	"Gemmatimonadota"	-0.46	-0.01	0.5	0.5	0.5	0.5	-0.01
"526"	"k__Bacteria;p__Gemmatimonadota;c__PAUC43f marine benthic group;o__;f__;g__"	"Bacteria"	"Gemmatimonadota"	"PAUC43f marine benthic group"	"PAUC43f marine benthic groupCL"	"PAUC43f marine benthic groupCL"	"PAUC43f marine benthic groupCL"	"Gemmatimonadota"	-0.46	-0.01	-0.24	-0.24	-0.24	-0.24	-0.01
"527"	"k__Bacteria;p__Gemmatimonadota;c__S0134 terrestrial group;o__;f__;g__"	"Bacteria"	"Gemmatimonadota"	"S0134 terrestrial group"	"S0134 terrestrial groupCL"	"S0134 terrestrial groupCL"	"S0134 terrestrial groupCL"	"Gemmatimonadota"	-0.46	-0.01	0.45	0.45	0.45	0.45	-0.01
"528"	"k__Bacteria;p__Halanaerobiaeota;c__Halanaerobiia;o__Halanaerobiales;f__Halobacteroidaceae;g__"	"Bacteria"	"Halanaerobiaeota"	"Halanaerobiia"	"Halanaerobiales"	"Halobacteroidaceae"	"HalobacteroidaceaeFA"	"Halanaerobiaeota"	-0.46	0.06	0.06	0.06	0.06	0.06	0.06
"529"	"k__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia;o__Hydrogenedentiales;f__Hydrogenedensaceae;g__"	"Bacteria"	"Hydrogenedentes"	"Hydrogenedentia"	"Hydrogenedentiales"	"Hydrogenedensaceae"	"HydrogenedensaceaeFA"	"Hydrogenedentes"	-0.46	0.02	0.02	0.02	0.02	0.02	0.02
"530"	"k__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Cand. Latescibacter"	"Bacteria"	"Latescibacterota"	"Latescibacteria"	"Latescibacterales"	"Latescibacteraceae"	"Cand. Latescibacter"	"Latescibacterota"	-0.46	0.03	0.03	0.03	0.03	0.49	0.03
"531"	"k__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__"	"Bacteria"	"Latescibacterota"	"Latescibacteria"	"Latescibacterales"	"Latescibacteraceae"	"LatescibacteraceaeFA"	"Latescibacterota"	-0.46	0.03	0.03	0.03	0.03	-0.12	0.03
"532"	"k__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__Methylomirabilaceae;g__Sh765B-TzT-35"	"Bacteria"	"Methylomirabilota"	"Methylomirabilia"	"Methylomirabilales"	"Methylomirabilaceae"	"Sh765B-TzT-35"	"Methylomirabilota"	-0.46	-0.37	-0.37	-0.42	-0.42	-0.42	-0.37
"533"	"k__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__;g__"	"Bacteria"	"Methylomirabilota"	"Methylomirabilia"	"Rokubacteriales"	"RokubacterialesOR"	"RokubacterialesOR"	"Methylomirabilota"	-0.46	-0.37	-0.37	-0.25	-0.13	-0.13	-0.37
"534"	"k__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__WX65;g__"	"Bacteria"	"Methylomirabilota"	"Methylomirabilia"	"Rokubacteriales"	"WX65"	"WX65FA"	"Methylomirabilota"	-0.46	-0.37	-0.37	-0.25	-0.65	-0.65	-0.37
"535"	"k__Bacteria;p__Modulibacteria;c__Moduliflexia;o__Moduliflexales;f__Moduliflexaceae;g__"	"Bacteria"	"Modulibacteria"	"Moduliflexia"	"Moduliflexales"	"Moduliflexaceae"	"ModuliflexaceaeFA"	"Modulibacteria"	-0.46	-0.13	-0.13	-0.13	-0.13	-0.13	-0.13
"536"	"k__Bacteria;p__Myxococcota;c__bacteriap25;o__;f__;g__"	"Bacteria"	"Myxococcota"	"bacteriap25"	"bacteriap25CL"	"bacteriap25CL"	"bacteriap25CL"	"Myxococcota"	-0.46	0.19	0.29	0.29	0.29	0.29	0.19
"537"	"k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__27F-1492R;g__"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"27F-1492R"	"27F-1492RFA"	"Myxococcota"	-0.46	0.19	-0.02	-0.02	0.08	0.08	0.19
"538"	"k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	"Myxococcota"	-0.46	0.19	-0.02	-0.02	-0.16	-0.16	0.19
"539"	"k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Cystobacter"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"Cystobacter"	"Myxococcota"	-0.46	0.19	-0.02	-0.02	0.1	0.12	0.19
"540"	"k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"MyxococcaceaeFA"	"Myxococcota"	-0.46	0.19	-0.02	-0.02	0.1	-0.08	0.19
"541"	"k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__P3OB-42"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"P3OB-42"	"Myxococcota"	-0.46	0.19	-0.02	-0.02	0.1	0.09	0.19
"542"	"k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__;g__"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"MyxococcalesOR"	"MyxococcalesOR"	"Myxococcota"	-0.46	0.19	-0.02	-0.02	-0.02	-0.02	0.19
"543"	"k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Vulgatibacteraceae;g__Vulgatibacter"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Vulgatibacteraceae"	"Vulgatibacter"	"Myxococcota"	-0.46	0.19	-0.02	-0.02	0.23	0.23	0.19
"544"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Blfdi19;f__;g__"	"Bacteria"	"Myxococcota"	"Polyangia"	"Blfdi19"	"Blfdi19OR"	"Blfdi19OR"	"Myxococcota"	-0.46	0.19	-0.28	-0.08	-0.08	-0.08	0.19
"545"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__Haliangium"	"Bacteria"	"Myxococcota"	"Polyangia"	"Haliangiales"	"Haliangiaceae"	"Haliangium"	"Myxococcota"	-0.46	0.19	-0.28	-0.4	-0.4	-0.4	0.19
"546"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__MidBa8;f__;g__"	"Bacteria"	"Myxococcota"	"Polyangia"	"MidBa8"	"MidBa8OR"	"MidBa8OR"	"Myxococcota"	-0.46	0.19	-0.28	0.13	0.13	0.13	0.19
"547"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__mle1-27;f__;g__"	"Bacteria"	"Myxococcota"	"Polyangia"	"mle1-27"	"mle1-27OR"	"mle1-27OR"	"Myxococcota"	-0.46	0.19	-0.28	-0.13	-0.13	-0.13	0.19
"548"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Enhygromyxa"	"Bacteria"	"Myxococcota"	"Polyangia"	"Nannocystales"	"Nannocystaceae"	"Enhygromyxa"	"Myxococcota"	-0.46	0.19	-0.28	-0.05	-0.05	0.24	0.19
"549"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__"	"Bacteria"	"Myxococcota"	"Polyangia"	"Nannocystales"	"Nannocystaceae"	"NannocystaceaeFA"	"Myxococcota"	-0.46	0.19	-0.28	-0.05	-0.05	-0.3	0.19
"550"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis"	"Bacteria"	"Myxococcota"	"Polyangia"	"Nannocystales"	"Nannocystaceae"	"Nannocystis"	"Myxococcota"	-0.46	0.19	-0.28	-0.05	-0.05	0.42	0.19
"551"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Pseudenhygromyxa"	"Bacteria"	"Myxococcota"	"Polyangia"	"Nannocystales"	"Nannocystaceae"	"Pseudenhygromyxa"	"Myxococcota"	-0.46	0.19	-0.28	-0.05	-0.05	-0.15	0.19
"552"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__"	"Bacteria"	"Myxococcota"	"Polyangia"	"PolyangiaCL"	"PolyangiaCL"	"PolyangiaCL"	"Myxococcota"	-0.46	0.19	-0.28	-0.39	-0.39	-0.39	0.19
"553"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__BIrii41;g__"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"BIrii41"	"BIrii41FA"	"Myxococcota"	-0.46	0.19	-0.28	-0.22	-0.01	-0.01	0.19
"554"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Eel-36e1D6;g__"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Eel-36e1D6"	"Eel-36e1D6FA"	"Myxococcota"	-0.46	0.19	-0.28	-0.22	0.1	0.1	0.19
"555"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Phaselicystidaceae;g__Phaselicystis"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Phaselicystidaceae"	"Phaselicystis"	"Myxococcota"	-0.46	0.19	-0.28	-0.22	-0.55	-0.55	0.19
"556"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Aetherobacter"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Polyangiaceae"	"Aetherobacter"	"Myxococcota"	-0.46	0.19	-0.28	-0.22	-0.45	-0.16	0.19
"557"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Minicystis"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Polyangiaceae"	"Minicystis"	"Myxococcota"	-0.46	0.19	-0.28	-0.22	-0.45	-0.45	0.19
"558"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Pajaroellobacter"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Polyangiaceae"	"Pajaroellobacter"	"Myxococcota"	-0.46	0.19	-0.28	-0.22	-0.45	-0.27	0.19
"559"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Polyangiaceae"	"PolyangiaceaeFA"	"Myxococcota"	-0.46	0.19	-0.28	-0.22	-0.45	-0.57	0.19
"560"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Sorangium"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Polyangiaceae"	"Sorangium"	"Myxococcota"	-0.46	0.19	-0.28	-0.22	-0.45	-0.4	0.19
"561"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__;g__"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"PolyangialesOR"	"PolyangialesOR"	"Myxococcota"	-0.46	0.19	-0.28	-0.22	0.06	0.06	0.19
"562"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Sandaracinaceae"	"SandaracinaceaeFA"	"Myxococcota"	-0.46	0.19	-0.28	-0.22	-0.14	-0.13	0.19
"563"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__Sandaracinus"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Sandaracinaceae"	"Sandaracinus"	"Myxococcota"	-0.46	0.19	-0.28	-0.22	-0.14	-0.22	0.19
"564"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__PS-B29;f__;g__"	"Bacteria"	"Myxococcota"	"Polyangia"	"PS-B29"	"PS-B29OR"	"PS-B29OR"	"Myxococcota"	-0.46	0.19	-0.28	0.15	0.15	0.15	0.19
"565"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__UASB-TL25;f__;g__"	"Bacteria"	"Myxococcota"	"Polyangia"	"UASB-TL25"	"UASB-TL25OR"	"UASB-TL25OR"	"Myxococcota"	-0.46	0.19	-0.28	0.02	0.02	0.02	0.19
"566"	"k__Bacteria;p__Myxococcota;c__Polyangia;o__VHS-B4-70;f__;g__"	"Bacteria"	"Myxococcota"	"Polyangia"	"VHS-B4-70"	"VHS-B4-70OR"	"VHS-B4-70OR"	"Myxococcota"	-0.46	0.19	-0.28	-0.03	-0.03	-0.03	0.19
"567"	"k__Bacteria;p__Nitrospinota;c__P9X2b3D02;o__;f__;g__"	"Bacteria"	"Nitrospinota"	"P9X2b3D02"	"P9X2b3D02CL"	"P9X2b3D02CL"	"P9X2b3D02CL"	"Nitrospinota"	-0.46	-0.63	-0.63	-0.63	-0.63	-0.63	-0.63
"568"	"k__Bacteria;p__Nitrospirota;c__4-29-1;o__;f__;g__"	"Bacteria"	"Nitrospirota"	"4-29-1"	"4-29-1CL"	"4-29-1CL"	"4-29-1CL"	"Nitrospirota"	-0.46	-0.67	-0.66	-0.66	-0.66	-0.66	-0.67
"569"	"k__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira"	"Bacteria"	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"	"Nitrospirota"	-0.46	-0.67	-0.61	-0.61	-0.61	-0.61	-0.67
"570"	"k__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__;f__;g__"	"Bacteria"	"Nitrospirota"	"Thermodesulfovibrionia"	"ThermodesulfovibrioniaCL"	"ThermodesulfovibrioniaCL"	"ThermodesulfovibrioniaCL"	"Nitrospirota"	-0.46	-0.67	-0.42	-0.42	-0.42	-0.42	-0.67
"571"	"k__Bacteria;p__Patescibacteria;c__ABY1;o__Cand. Magasanikbacteria;f__;g__"	"Bacteria"	"Patescibacteria"	"ABY1"	"Cand. Magasanikbacteria"	"Cand. MagasanikbacteriaOR"	"Cand. MagasanikbacteriaOR"	"Patescibacteria"	-0.46	-0.36	-0.01	-0.01	-0.01	-0.01	-0.36
"572"	"k__Bacteria;p__Patescibacteria;c__ABY1;o__Cand. Uhrbacteria;f__;g__"	"Bacteria"	"Patescibacteria"	"ABY1"	"Cand. Uhrbacteria"	"Cand. UhrbacteriaOR"	"Cand. UhrbacteriaOR"	"Patescibacteria"	-0.46	-0.36	-0.01	-0.2	-0.2	-0.2	-0.36
"573"	"k__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Cand. Peregrinibacteria;f__;g__"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Cand. Peregrinibacteria"	"Cand. PeregrinibacteriaOR"	"Cand. PeregrinibacteriaOR"	"Patescibacteria"	-0.46	-0.36	0.05	-0.14	-0.14	-0.14	-0.36
"574"	"k__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__;f__;g__"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"GracilibacteriaCL"	"GracilibacteriaCL"	"GracilibacteriaCL"	"Patescibacteria"	-0.46	-0.36	0.05	0.05	0.05	0.05	-0.36
"575"	"k__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Cand. Amesbacteria;f__;g__"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Cand. Amesbacteria"	"Cand. AmesbacteriaOR"	"Cand. AmesbacteriaOR"	"Patescibacteria"	-0.46	-0.36	-0.42	-0.21	-0.21	-0.21	-0.36
"576"	"k__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Cand. Woesebacteria;f__;g__"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Cand. Woesebacteria"	"Cand. WoesebacteriaOR"	"Cand. WoesebacteriaOR"	"Patescibacteria"	-0.46	-0.36	-0.42	-0.35	-0.35	-0.35	-0.36
"577"	"k__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Cand. Moranbacteria;f__;g__"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	"Cand. Moranbacteria"	"Cand. MoranbacteriaOR"	"Cand. MoranbacteriaOR"	"Patescibacteria"	-0.46	-0.36	-0.27	0.03	0.03	0.03	-0.36
"578"	"k__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Cand. Yanofskybacteria;f__;g__"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	"Cand. Yanofskybacteria"	"Cand. YanofskybacteriaOR"	"Cand. YanofskybacteriaOR"	"Patescibacteria"	-0.46	-0.36	-0.27	-0.3	-0.3	-0.3	-0.36
"579"	"k__Bacteria;p__Patescibacteria;c__Parcubacteria;o__;f__;g__"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	"ParcubacteriaCL"	"ParcubacteriaCL"	"ParcubacteriaCL"	"Patescibacteria"	-0.46	-0.36	-0.27	0.19	0.19	0.19	-0.36
"580"	"k__Bacteria;p__Patescibacteria;c__WWE3;o__;f__;g__"	"Bacteria"	"Patescibacteria"	"WWE3"	"WWE3CL"	"WWE3CL"	"WWE3CL"	"Patescibacteria"	-0.46	-0.36	-0.37	-0.37	-0.37	-0.37	-0.36
"581"	"k__Bacteria;p__Planctomycetota;c__BD7-11;o__;f__;g__"	"Bacteria"	"Planctomycetota"	"BD7-11"	"BD7-11CL"	"BD7-11CL"	"BD7-11CL"	"Planctomycetota"	-0.46	-0.06	-0.14	-0.14	-0.14	-0.14	-0.06
"582"	"k__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Scalinduaceae;g__Cand. Scalindua"	"Bacteria"	"Planctomycetota"	"Brocadiae"	"Brocadiales"	"Scalinduaceae"	"Cand. Scalindua"	"Planctomycetota"	-0.46	-0.06	0.08	0.08	0.08	0.08	-0.06
"583"	"k__Bacteria;p__Planctomycetota;c__OM190;o__;f__;g__"	"Bacteria"	"Planctomycetota"	"OM190"	"OM190CL"	"OM190CL"	"OM190CL"	"Planctomycetota"	-0.46	-0.06	-0.52	-0.52	-0.52	-0.52	-0.06
"584"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Amsterdam-1B-07;f__;g__"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Amsterdam-1B-07"	"Amsterdam-1B-07OR"	"Amsterdam-1B-07OR"	"Planctomycetota"	-0.46	-0.06	0.17	-0.04	-0.04	-0.04	-0.06
"585"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__CCM11a;f__;g__"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"CCM11a"	"CCM11aOR"	"CCM11aOR"	"Planctomycetota"	-0.46	-0.06	0.17	-0.52	-0.52	-0.52	-0.06
"586"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__DG-20;f__;g__"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"DG-20"	"DG-20OR"	"DG-20OR"	"Planctomycetota"	-0.46	-0.06	0.17	0.3	0.3	0.3	-0.06
"587"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__mle1-8;f__;g__"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"mle1-8"	"mle1-8OR"	"mle1-8OR"	"Planctomycetota"	-0.46	-0.06	0.17	0.19	0.19	0.19	-0.06
"588"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__4572-13;g__"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	"4572-13"	"4572-13FA"	"Planctomycetota"	-0.46	-0.06	0.17	0.58	0.54	0.54	-0.06
"589"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__GWC2-45-44;g__"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	"GWC2-45-44"	"GWC2-45-44FA"	"Planctomycetota"	-0.46	-0.06	0.17	0.58	0.14	0.14	-0.06
"590"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__KCLunmb-38-53;g__"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	"KCLunmb-38-53"	"KCLunmb-38-53FA"	"Planctomycetota"	-0.46	-0.06	0.17	0.58	0.44	0.44	-0.06
"591"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__;g__"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	"MSBL9OR"	"MSBL9OR"	"Planctomycetota"	-0.46	-0.06	0.17	0.58	0.16	0.16	-0.06
"592"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4;g__"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	"SG8-4"	"SG8-4FA"	"Planctomycetota"	-0.46	-0.06	0.17	0.58	0.44	0.44	-0.06
"593"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__AKAU3564 sediment group;g__"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"AKAU3564 sediment group"	"AKAU3564 sediment groupFA"	"Planctomycetota"	-0.46	-0.06	0.17	0.19	0.52	0.52	-0.06
"594"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__AKYG587"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"AKYG587"	"Planctomycetota"	-0.46	-0.06	0.17	0.19	-0.09	-0.48	-0.06
"595"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__CL500-3"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"CL500-3"	"Planctomycetota"	-0.46	-0.06	0.17	0.19	-0.09	-0.12	-0.06
"596"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Phycisphaera"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"Phycisphaera"	"Planctomycetota"	-0.46	-0.06	0.17	0.19	-0.09	-0.15	-0.06
"597"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"PhycisphaeraceaeFA"	"Planctomycetota"	-0.46	-0.06	0.17	0.19	-0.09	0.1	-0.06
"598"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"SM1A02"	"Planctomycetota"	-0.46	-0.06	0.17	0.19	-0.09	0.19	-0.06
"599"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Urania-1B-19 marine sediment group"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"Urania-1B-19 marine sediment group"	"Planctomycetota"	-0.46	-0.06	0.17	0.19	-0.09	0.2	-0.06
