"Consensus.lineage"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Taxonomy"	"Kingdom_r"	"Phylum_r"	"Class_r"	"Order_r"	"Family_r"	"Genus_r"	"Taxonomy_r"
"908"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__Pseudohongiella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudohongiellaceae"	"Pseudohongiella"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	-0.26	-0.05	-0.65
"909"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	0.27	0.27	-0.65
"910"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"PseudomonadalesOR"	"PseudomonadalesOR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	0	0	-0.65
"911"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__BD1-7 clade"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Spongiibacteraceae"	"BD1-7 clade"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	-0.58	-0.53	-0.65
"912"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Spongiibacteraceae"	"SpongiibacteraceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	-0.58	-0.22	-0.65
"913"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__R7C24;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"R7C24"	"R7C24OR"	"R7C24OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.28	-0.28	-0.28	-0.65
"914"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Run-SP154;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Run-SP154"	"Run-SP154OR"	"Run-SP154OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.34	0.34	0.34	-0.65
"915"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SS1-B-07-19;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"SS1-B-07-19"	"SS1-B-07-19OR"	"SS1-B-07-19OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.21	-0.21	-0.21	-0.65
"916"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SS1-B-09-64;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"SS1-B-09-64"	"SS1-B-09-64OR"	"SS1-B-09-64OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.23	-0.23	-0.23	-0.65
"917"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Steroidobacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Steroidobacteraceae"	"Steroidobacter"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.05	0.06	0.24	-0.65
"918"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Steroidobacteraceae"	"SteroidobacteraceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.05	0.06	0.05	-0.65
"919"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__Woeseia"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Woeseiaceae"	"Woeseia"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.05	-0.19	-0.18	-0.65
"920"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Woeseiaceae"	"WoeseiaceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.05	-0.19	-0.24	-0.65
"921"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZB50;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"SZB50"	"SZB50OR"	"SZB50OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.19	-0.19	-0.19	-0.65
"922"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZB7;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"SZB7"	"SZB7OR"	"SZB7OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.57	-0.57	-0.57	-0.65
"923"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__TDNP-Wbc97-11-7-16;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"TDNP-Wbc97-11-7-16"	"TDNP-Wbc97-11-7-16OR"	"TDNP-Wbc97-11-7-16OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.24	-0.24	-0.24	-0.65
"924"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Tenderiales;f__Tenderiaceae;g__Cand. Tenderia"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Tenderiales"	"Tenderiaceae"	"Cand. Tenderia"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.18	-0.18	-0.18	-0.65
"925"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiohalorhabdales"	"Thiohalorhabdaceae"	"ThiohalorhabdaceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.23	-0.23	-0.23	-0.65
"926"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__endosymbionts"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiomicrospirales"	"Thiomicrospiraceae"	"endosymbionts"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.13	-0.13	-0.13	-0.65
"927"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Thiothrix"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.12	0.12	0.1	-0.65
"928"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"ThiotrichaceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.12	0.12	0.09	-0.65
"929"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353 marine group;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"UBA10353 marine group"	"UBA10353 marine groupOR"	"UBA10353 marine groupOR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.17	-0.17	-0.17	-0.65
"930"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__WD260;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"WD260"	"WD260OR"	"WD260OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.03	-0.03	-0.03	-0.65
"931"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__WN-HWB-116;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"WN-HWB-116"	"WN-HWB-116OR"	"WN-HWB-116OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.1	0.1	0.1	-0.65
"932"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Ahniella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Ahniella"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.18	0.21	-0.39	-0.65
"933"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Dokdonella"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.18	0.21	0.24	-0.65
"934"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Dyella"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.18	0.21	0.2	-0.65
"935"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Oleiagrimonas"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Oleiagrimonas"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.18	0.21	0.32	-0.65
"936"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Rhodanobacter"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.18	0.21	0.21	-0.65
"937"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"RhodanobacteraceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.18	0.21	0.25	-0.65
"938"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Arenimonas"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.18	-0.03	-0.42	-0.65
"939"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.18	-0.03	0.31	-0.65
"940"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"XanthomonadaceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.18	-0.03	0.11	-0.65
"941"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"XanthomonadalesOR"	"XanthomonadalesOR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.18	-0.13	-0.13	-0.65
"942"	"k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus"	"Bacteria"	"Proteobacteria"	"Zetaproteobacteria"	"Mariprofundales"	"Mariprofundaceae"	"Mariprofundus"	"Zetaproteobacteria"	-0.46	-0.53	-0.26	-0.26	-0.26	-0.26	-0.26
"943"	"k__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__Brevinemataceae;g__Brevinema"	"Bacteria"	"Spirochaetota"	"Brevinematia"	"Brevinematales"	"Brevinemataceae"	"Brevinema"	"Spirochaetota"	-0.46	0.46	0.39	0.39	0.39	0.39	0.46
"944"	"k__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__"	"Bacteria"	"Spirochaetota"	"Leptospirae"	"Leptospirales"	"Leptospiraceae"	"LeptospiraceaeFA"	"Spirochaetota"	-0.46	0.46	0.1	0.1	0.1	-0.1	0.46
"945"	"k__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__RBG-16-49-21"	"Bacteria"	"Spirochaetota"	"Leptospirae"	"Leptospirales"	"Leptospiraceae"	"RBG-16-49-21"	"Spirochaetota"	-0.46	0.46	0.1	0.1	0.1	0.15	0.46
"946"	"k__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Turneriella"	"Bacteria"	"Spirochaetota"	"Leptospirae"	"Leptospirales"	"Leptospiraceae"	"Turneriella"	"Spirochaetota"	-0.46	0.46	0.1	0.1	0.1	0.01	0.46
"947"	"k__Bacteria;p__Spirochaetota;c__MVP-15;o__;f__;g__"	"Bacteria"	"Spirochaetota"	"MVP-15"	"MVP-15CL"	"MVP-15CL"	"MVP-15CL"	"Spirochaetota"	-0.46	0.46	0.01	0.01	0.01	0.01	0.46
"948"	"k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__GWE2-31-10"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"GWE2-31-10"	"Spirochaetota"	-0.46	0.46	0.47	0.47	0.47	0.13	0.46
"949"	"k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__M2PT2-76 termite group"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"M2PT2-76 termite group"	"Spirochaetota"	-0.46	0.46	0.47	0.47	0.47	0.12	0.46
"950"	"k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Sediminispirochaeta"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Sediminispirochaeta"	"Spirochaetota"	-0.46	0.46	0.47	0.47	0.47	0.16	0.46
"951"	"k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta"	"Spirochaetota"	-0.46	0.46	0.47	0.47	0.47	0.49	0.46
"952"	"k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta 2"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta 2"	"Spirochaetota"	-0.46	0.46	0.47	0.47	0.47	0.23	0.46
"953"	"k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"SpirochaetaceaeFA"	"Spirochaetota"	-0.46	0.46	0.47	0.47	0.47	0.52	0.46
"954"	"k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Treponema"	"Spirochaetota"	-0.46	0.46	0.47	0.47	0.47	0.26	0.46
"955"	"k__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__Sumerlaeales;f__Sumerlaeaceae;g__Sumerlaea"	"Bacteria"	"Sumerlaeota"	"Sumerlaeia"	"Sumerlaeales"	"Sumerlaeaceae"	"Sumerlaea"	"Sumerlaeota"	-0.46	0.41	0.41	0.44	0.44	0.44	0.41
"956"	"k__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__;f__;g__"	"Bacteria"	"Sumerlaeota"	"Sumerlaeia"	"SumerlaeiaCL"	"SumerlaeiaCL"	"SumerlaeiaCL"	"Sumerlaeota"	-0.46	0.41	0.41	0.05	0.05	0.05	0.41
"957"	"k__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Thermovirga"	"Bacteria"	"Synergistota"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Thermovirga"	"Synergistota"	-0.46	0.09	0.09	0.09	0.09	0.09	0.09
"958"	"k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Chlamydiaceae;g__"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Chlamydiaceae"	"ChlamydiaceaeFA"	"Verrucomicrobiota"	-0.46	-0.6	0.35	0.35	0.28	0.28	-0.6
"959"	"k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__;g__"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"ChlamydialesOR"	"ChlamydialesOR"	"Verrucomicrobiota"	-0.46	-0.6	0.35	0.35	0.55	0.55	-0.6
"960"	"k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Criblamydiaceae;g__"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Criblamydiaceae"	"CriblamydiaceaeFA"	"Verrucomicrobiota"	-0.46	-0.6	0.35	0.35	0.11	0.11	-0.6
"961"	"k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__cvE6;g__"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"cvE6"	"cvE6FA"	"Verrucomicrobiota"	-0.46	-0.6	0.35	0.35	0.3	0.3	-0.6
"962"	"k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;g__Cand. Protochlamydia"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Parachlamydiaceae"	"Cand. Protochlamydia"	"Verrucomicrobiota"	-0.46	-0.6	0.35	0.35	0.08	0.14	-0.6
"963"	"k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;g__Neochlamydia"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Parachlamydiaceae"	"Neochlamydia"	"Verrucomicrobiota"	-0.46	-0.6	0.35	0.35	0.08	-0.16	-0.6
"964"	"k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;g__"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Parachlamydiaceae"	"ParachlamydiaceaeFA"	"Verrucomicrobiota"	-0.46	-0.6	0.35	0.35	0.08	0.15	-0.6
"965"	"k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae;g__Cand. Fritschea"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Simkaniaceae"	"Cand. Fritschea"	"Verrucomicrobiota"	-0.46	-0.6	0.35	0.35	0.07	-0.09	-0.6
"966"	"k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae;g__Cand. Rhabdochlamydia"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Simkaniaceae"	"Cand. Rhabdochlamydia"	"Verrucomicrobiota"	-0.46	-0.6	0.35	0.35	0.07	-0.09	-0.6
"967"	"k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae;g__Ga0074140"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Simkaniaceae"	"Ga0074140"	"Verrucomicrobiota"	-0.46	-0.6	0.35	0.35	0.07	0.08	-0.6
"968"	"k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae;g__"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Simkaniaceae"	"SimkaniaceaeFA"	"Verrucomicrobiota"	-0.46	-0.6	0.35	0.35	0.07	0.5	-0.6
"969"	"k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Waddliaceae;g__Waddlia"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Waddliaceae"	"Waddlia"	"Verrucomicrobiota"	-0.46	-0.6	0.35	0.35	-0.35	-0.35	-0.6
"970"	"k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__LD1-PA32;f__;g__"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"LD1-PA32"	"LD1-PA32OR"	"LD1-PA32OR"	"Verrucomicrobiota"	-0.46	-0.6	0.35	0.11	0.11	0.11	-0.6
"971"	"k__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__113B434;f__;g__"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"113B434"	"113B434OR"	"113B434OR"	"Verrucomicrobiota"	-0.46	-0.6	-0.61	-0.21	-0.21	-0.21	-0.6
"972"	"k__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Kiritimatiellaceae;g__R76-B128"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"Kiritimatiellales"	"Kiritimatiellaceae"	"R76-B128"	"Verrucomicrobiota"	-0.46	-0.6	-0.61	-0.15	-0.15	-0.15	-0.6
"973"	"k__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__WCHB1-41;f__;g__"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"WCHB1-41"	"WCHB1-41OR"	"WCHB1-41OR"	"Verrucomicrobiota"	-0.46	-0.6	-0.61	-0.59	-0.59	-0.59	-0.6
"974"	"k__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Oligosphaerales;f__Lenti-02;g__"	"Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"Oligosphaerales"	"Lenti-02"	"Lenti-02FA"	"Verrucomicrobiota"	-0.46	-0.6	0.34	0.34	0.34	0.34	-0.6
"975"	"k__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__koll11;g__"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"koll11"	"koll11FA"	"Verrucomicrobiota"	-0.46	-0.6	0.05	0.05	0.27	0.27	-0.6
"976"	"k__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__Omnitrophaceae;g__Cand. Omnitrophus"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"Omnitrophaceae"	"Cand. Omnitrophus"	"Verrucomicrobiota"	-0.46	-0.6	0.05	0.05	0.18	0.18	-0.6
"977"	"k__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__;g__"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"OmnitrophalesOR"	"OmnitrophalesOR"	"Verrucomicrobiota"	-0.46	-0.6	0.05	0.05	-0.61	-0.61	-0.6
"978"	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Cand. Udaeobacter"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Cand. Udaeobacter"	"Verrucomicrobiota"	-0.46	-0.6	-0.75	-0.69	-0.68	-0.65	-0.6
"979"	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Chthoniobacter"	"Verrucomicrobiota"	-0.46	-0.6	-0.75	-0.69	-0.68	-0.5	-0.6
"980"	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Chthoniobacteraceae"	"ChthoniobacteraceaeFA"	"Verrucomicrobiota"	-0.46	-0.6	-0.75	-0.69	-0.68	-0.05	-0.6
"981"	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__;g__"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"ChthoniobacteralesOR"	"ChthoniobacteralesOR"	"Verrucomicrobiota"	-0.46	-0.6	-0.75	-0.69	-0.65	-0.65	-0.6
"982"	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Xiphinematobacteraceae;g__Cand. Xiphinematobacter"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Chthoniobacterales"	"Xiphinematobacteraceae"	"Cand. Xiphinematobacter"	"Verrucomicrobiota"	-0.46	-0.6	-0.75	-0.69	-0.55	-0.55	-0.6
"983"	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__LD1-PB3;f__;g__"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"LD1-PB3"	"LD1-PB3OR"	"LD1-PB3OR"	"Verrucomicrobiota"	-0.46	-0.6	-0.75	0.22	0.22	0.22	-0.6
"984"	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Methylacidiphilales"	"Methylacidiphilaceae"	"MethylacidiphilaceaeFA"	"Verrucomicrobiota"	-0.46	-0.6	-0.75	-0.26	-0.26	-0.26	-0.6
"985"	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Alterococcus"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Opitutaceae"	"Alterococcus"	"Verrucomicrobiota"	-0.46	-0.6	-0.75	-0.45	-0.45	-0.05	-0.6
"986"	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Cephaloticoccus"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Opitutaceae"	"Cephaloticoccus"	"Verrucomicrobiota"	-0.46	-0.6	-0.75	-0.45	-0.45	0.18	-0.6
