"Consensus.lineage"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Taxonomy"	"Kingdom_r"	"Phylum_r"	"Class_r"	"Order_r"	"Family_r"	"Genus_r"	"Taxonomy_r"
"283"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Solibacterales"	"Solibacteraceae"	"Cand. Solibacter"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	0.513825254361942	0.513825254361942	0	0
"1260"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup 12;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 12"	"Subgroup 12OR"	"Subgroup 12OR"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	0	0	0	0
"1261"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup 13;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 13"	"Subgroup 13OR"	"Subgroup 13OR"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	0	0	0	0
"1262"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup 15;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 15"	"Subgroup 15OR"	"Subgroup 15OR"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	0	0	0	0
"1272"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup 2;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 2"	"Subgroup 2OR"	"Subgroup 2OR"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	0	0	0	0
"61"	"k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__TSBb06;f__;g__"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"TSBb06"	"TSBb06OR"	"TSBb06OR"	"Acidobacteriota"	-0.402552510829417	0	0.21178875064404	-0.247027819159265	-0.247027819159265	-0.247027819159265	0
"1040"	"k__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__;g__"	"Bacteria"	"Acidobacteriota"	"Aminicenantia"	"Aminicenantales"	"AminicenantalesOR"	"AminicenantalesOR"	"Acidobacteriota"	-0.402552510829417	0	0	0	0	0	0
"159"	"k__Bacteria;p__Acidobacteriota;c__AT-s3-28;o__;f__;g__"	"Bacteria"	"Acidobacteriota"	"AT-s3-28"	"AT-s3-28CL"	"AT-s3-28CL"	"AT-s3-28CL"	"Acidobacteriota"	-0.402552510829417	0	0	0	0	0	0
"381"	"k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__11-24;f__;g__"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"11-24"	"11-24OR"	"11-24OR"	"Acidobacteriota"	-0.402552510829417	0	0	0	0	0	0
"211"	"k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae"	"BlastocatellaceaeFA"	"Acidobacteriota"	-0.402552510829417	0	0	-0.363017075237801	-0.363017075237801	0	0
